id2.2013,typ_border,trust_natgov,trust_eu,eqi_2013,Competitiveness,Convergence,Cooperation,Multi.Objective,Less.Developed,Transition,More.Developed,unemployment_2013,education_2013,soc_idx,migration_2013,sgi_aggregated,agr_share,eu_id_positive,eu_id_neutral,eu_id_negative,eu_id_dk,eu_att_positive,eu_att_neutral,eu_att_negative,eu_att_dk,weight
ES11,2,0.6842853912945059,0.7563154324834013,-0.0238361236061963,0,1,1,1,0,0,1,22,32.1,3.914213280262238,-0.0885969506623413,-0.020672621821212968,0.4607041434441747,2.0513147310020754,2.0513147310020754,1.6266400141605861,0.17660325498693366,2.7707219703802863,1.8227345982932348,1.2757960895377147,0.03602942660268546,0.059064633774894196
ES12,0,0.38753502888519037,0.6781863005490831,0.01357509435105401,0,1,0,1,0,0,1,24.1,37.7,1.5543497147920267,-0.05919597566221283,-0.03916041466884849,0.12749902450322761,0.7449585860260014,1.0347911899413742,0.3724792930130007,0.1240838720611769,1.2196647754710543,0.853788110512685,0.20308773188728402,0,0.022767682947004934
ES22,1,0.057014612446081074,0.057014612446081074,0.005781760624777169,1,1,1,1,0,0,1,17.9,40.3,0.9564771383954563,-0.06978588563400324,-0.019430579921624433,0.08073269122365082,0.1139836132022053,0.9692027998934215,0.2279672264044106,0.056923389066167354,0.28502745054044853,0.7410987384191403,0.28502745054044853,0.056923389066167354,0.01368350698705946
ES24,2,0.5240761418916553,0.8062709875256234,0.007499469926416509,1,1,1,1,0,0,1,21.4,34.8,1.953207592700573,-0.11449048022863852,-0.00915923841829108,0.1774602443543897,0.6757800595495388,1.5899865441752172,0.5166382920317313,0.07928465755833217,2.0739950493417867,0.6219695338420788,0.16572497013095425,0,0.02862262005715963
ES30,0,1.8849718450639223,4.995175389419393,0.057472170457776035,1,1,1,1,0,0,1,19.8,46,9.862511988306553,-1.2753248260741232,1.208130292227207,0.06856585086420017,6.365653594232343,5.876093419061955,1.4193131128889434,0.047996095604940114,9.747321358854695,3.056665631526043,0.7638235786271899,0.14261696979753635,0.13713170172840033
ES41,2,1.2929314379943506,1.810104013192091,0.021494748550202926,1,1,1,1,0,0,1,21.7,33.7,3.694797241042076,-0.28438026978685743,-0.04131562410110948,0.4077905755434182,2.342649543187584,2.1156818939048656,0.5285180485661407,0.3777428489244295,3.249447007224922,1.2088844298675279,0.9067974640373377,0,0.05365665467676555
ES43,1,0.1024902698340914,0.512451349170457,0.007020722870402235,0,1,1,1,1,0,0,33.9,24.5,1.526807798745443,-0.05186007653605025,-0.09688405207416662,0.24515672544314665,0.32129674690289317,1.392914510234186,0.535573154045028,0.10702033976075824,1.3323325117352547,0.8198606645108308,0.20484730231739848,0,0.023572762061841022
ES51,2,0.9251199117342763,3.972573738623657,-0.00805208045528013,1,1,1,1,0,0,1,23.1,34.8,10.445381992582204,-1.610416091056026,1.175125405057714,0.3029495616838068,5.089552636287955,7.634328954431933,3.0119564316879535,0.20728127904681523,9.192127490037613,5.036935080837609,1.6088216196787426,0.10364063952340762,0.1594471377283194
ES52,0,1.733744744159603,3.4252030311445822,-0.016056742885022485,1,1,0,1,0,0,1,28,30.8,7.097020680531573,-0.7352769173523703,0.24722354322572448,0.3729665522801878,2.863317502791042,5.5593328664163995,2.1056625923018606,0.1257430090544633,5.1554633712329965,3.4803107421345523,1.8040924943153085,0.21418936288090784,0.10656187208005366
ES53,0,0.33090050945188776,1.613139983577953,0.0026898389517554305,1,1,0,1,0,0,1,22.3,26.8,1.5315399179471174,0.06237474603168085,-0.08012755836377462,0.026389315628788053,1.533699043771291,0.6683693940163955,0.11779230885213575,0.0784482382783063,1.4792410924282464,0.8396600427341653,0.079887655494422,0,0.023990286935261864
ES61,2,2.184625271149031,4.4200557811619925,0.0032383386264966743,0,1,1,1,0,1,0,36.2,27.3,11.50868213627139,-0.4328606351206917,0.890971473956757,1.4067970641422478,5.885101051661738,8.368638945666705,2.860487363755904,0.9162216776721307,8.211726965435455,6.548820692180131,2.820808472203174,0.45270008089705666,0.18035859796695486
ES62,0,0.5761869411219767,0.7333288341552431,0.015409459744356528,0,1,0,1,0,1,0,29,28.2,2.0595016500939893,-0.13199919014794376,-0.04588543276571378,0.42114027332915394,0.9164515201700095,1.4840480378061676,0.6109676801133397,0.13074205500367764,1.0475078589597537,1.3093062527531754,0.7420240189030838,0.043371162477181514,0.031428378606653276
ES70,2,0.6174749399388881,1.1226817089797967,-0.00943428172574683,1,1,1,1,0,1,0,33.7,27.3,2.9700095538376927,0.15914013224788617,-0.06638416945197538,0.15004641040514982,1.030318684782029,1.939690869055664,0.9093721842736353,0.6665698110725747,2.2734304606840885,1.441354912073712,0.498790643074089,0.3323755333520137,0.04546860921368177
